,X,Y,GPSDateTime,Speed,Angle
53,126.8375759378026,37.55889765418994,20211201091357.684,6.708566108007448,93.00104872339142
54,126.83757745238982,37.55890324078212,20211201091357.809,7.018932340161389,94.24611390030014
55,126.83757896697703,37.5589088273743,20211201091357.934,7.329298572315331,95.49117907720893
56,126.8375804732,37.5589143876,20211201091358.035,7.559976,96.09978892450874
57,126.8375819692,37.5589199156,20211201091358.117,7.693255999999999,95.93050892450873
58,126.8375834652,37.5589254436,20211201091358.195,7.826535999999999,95.76122892450871
59,126.8375849612,37.5589309716,20211201091358.277,7.959815999999999,95.59194892450876
60,126.8375864572,37.5589364996,20211201091358.355,8.093096,95.42266892450874
61,126.8375879532,37.5589420276,20211201091358.438,8.226375999999998,95.25338892450873
62,126.8375894492,37.5589475556,20211201091358.516,8.359656,95.08410892450871
63,126.8375909452,37.5589530836,20211201091358.598,8.492935999999998,94.91482892450875
64,126.8375924412,37.5589586116,20211201091358.676,8.626216,94.74554892450874
65,126.8375939372,37.55896413959999,20211201091358.758,8.759495999999999,94.57626892450872
66,126.8375954332,37.5589696676,20211201091358.836,8.892776,94.40698892450871
67,126.8375969292,37.5589751956,20211201091358.914,9.026056,94.23770892450875
68,126.8375984252,37.5589807236,20211201091358.996,9.159336,94.06842892450874
69,126.83759967424696,37.55898563428537,20211201091359.059,9.166,94.05996492450873
70,126.83760091029642,37.5589905124805,20211201091359.117,9.166,94.05996492450873
71,126.83760214634586,37.558995390675626,20211201091359.176,9.166,94.05996492450873
72,126.8376033823953,37.559000268870754,20211201091359.238,9.166,94.05996492450873
73,126.83760461844474,37.55900514706588,20211201091359.297,9.166,94.05996492450873
74,126.83760585449416,37.55901002526101,20211201091359.355,9.166,94.05996492450873
75,126.8376070905436,37.55901490345614,20211201091359.418,9.166,94.05996492450873
76,126.83760832659306,37.55901978165127,20211201091359.477,9.166,94.05996492450873
77,126.8376095626425,37.55902465984639,20211201091359.535,9.166,94.05996492450873
78,126.83761079869194,37.55902953804152,20211201091359.598,9.166,94.05996492450873
79,126.83761203474138,37.55903441623665,20211201091359.656,9.166,94.05996492450873
80,126.83761327079084,37.55903929443178,20211201091359.719,9.166,94.05996492450873
81,126.83761450684028,37.559044172626905,20211201091359.777,9.166,94.05996492450873
82,126.83761574288972,37.55904905082203,20211201091359.836,9.166,94.05996492450873
83,126.83761697893917,37.55905392901716,20211201091359.898,9.166,94.05996492450873
84,126.8376182149886,37.55905880721229,20211201091359.957,9.166,94.05996492450873
85,126.83761940054548,37.55906349443596,20211201091400.016,9.15309513419158,94.06778840257988
86,126.83762045880428,37.55906770019638,20211201091400.070,9.107655465852062,94.09533586057682
87,126.83762151706306,37.5590719059568,20211201091400.125,9.062215797512549,94.12288331857377
88,126.83762257532184,37.55907611171722,20211201091400.180,9.016776129173032,94.15043077657072
89,126.83762363358062,37.55908031747764,20211201091400.234,8.971336460833516,94.17797823456766
90,126.8376246918394,37.559084523238056,20211201091400.289,8.925896792494001,94.2055256925646
91,126.83762575009818,37.55908872899848,20211201091400.344,8.880457124154484,94.23307315056155
92,126.83762680835696,37.559092934758894,20211201091400.398,8.835017455814969,94.2606206085585
93,126.83762786661576,37.55909714051931,20211201091400.453,8.789577787475453,94.28816806655544
94,126.83762892487454,37.55910134627973,20211201091400.508,8.744138119135938,94.31571552455239
95,126.83762998313333,37.55910555204015,20211201091400.562,8.698698450796423,94.34326298254933
96,126.8376310413921,37.55910975780057,20211201091400.617,8.653258782456906,94.37081044054628
97,126.83763209965088,37.55911396356099,20211201091400.672,8.60781911411739,94.39835789854322
98,126.83763315790966,37.55911816932141,20211201091400.727,8.562379445777875,94.42590535654017
99,126.83763421616844,37.55912237508183,20211201091400.777,8.51693977743836,94.45345281453712
100,126.83763527442724,37.55912658084224,20211201091400.832,8.471500109098844,94.48100027253406
101,126.83763633268602,37.55913078660266,20211201091400.887,8.42606044075933,94.508547730531
102,126.8376373909448,37.55913499236308,20211201091400.941,8.380620772419812,94.53609518852795
103,126.83763844920358,37.559139198123496,20211201091400.996,8.335181104080297,94.5636426465249
104,126.83763935956912,37.55914278931368,20211201091401.055,8.121426310074861,94.64112927675745
105,126.83764026247783,37.55914634951712,20211201091401.113,7.899185039145094,94.72113384844727
106,126.8376411653866,37.55914990972055,20211201091401.168,7.676943768215327,94.80113842013708
107,126.83764206829532,37.55915346992399,20211201091401.227,7.45470249728556,94.88114299182689
108,126.83764297120406,37.55915703012744,20211201091401.281,7.232461226355792,94.9611475635167
109,126.8376438741128,37.55916059033088,20211201091401.340,7.010219955426025,95.04115213520646
110,126.83764477702154,37.55916415053432,20211201091401.398,6.787978684496257,95.12115670689627
111,126.83764567993028,37.55916771073775,20211201091401.453,6.56573741356649,95.20116127858608
112,126.837646582839,37.55917127094119,20211201091401.512,6.343496142636722,95.2811658502759
113,126.83764748574777,37.55917483114463,20211201091401.570,6.121254871706954,95.36117042196571
114,126.83764838865648,37.55917839134808,20211201091401.625,5.899013600777187,95.44117499365552
115,126.83764929156524,37.55918195155152,20211201091401.684,5.67677232984742,95.52117956534534
116,126.83765019447397,37.55918551175496,20211201091401.738,5.454531058917652,95.60118413703515
117,126.8376510973827,37.55918907195839,20211201091401.797,5.2322897879878845,95.68118870872496
118,126.83765200029144,37.55919263216183,20211201091401.855,5.0100485170581175,95.76119328041477
119,126.83765290320018,37.55919619236527,20211201091401.910,4.78780724612835,95.84119785210459
120,126.83765380610892,37.55919975256872,20211201091401.969,4.565565975198583,95.9212024237944
121,126.83765463681615,37.55920327771777,20211201091402.035,4.4341436957032165,95.7895723440908
122,126.83765538033968,37.55920676053847,20211201091402.113,4.412385849573452,95.40239225486795
123,126.83765612386318,37.55921024335915,20211201091402.191,4.390628003443688,95.01521216564515
124,126.8376568673867,37.55921372617985,20211201091402.270,4.368870157313924,94.6280320764223
125,126.83765761091024,37.55921720900054,20211201091402.348,4.347112311184159,94.2408519871995
126,126.83765835443374,37.55922069182124,20211201091402.426,4.325354465054395,93.85367189797671
127,126.83765909795726,37.55922417464193,20211201091402.504,4.30359661892463,93.46649180875386
128,126.83765984148076,37.55922765746262,20211201091402.582,4.281838772794866,93.07931171953106
129,126.8376605850043,37.55923114028332,20211201091402.660,4.260080926665101,92.69213163030821
130,126.83766132852782,37.55923462310401,20211201091402.738,4.238323080535338,92.30495154108542
131,126.83766207205132,37.55923810592471,20211201091402.816,4.216565234405573,91.91777145186256
132,126.83766281557484,37.5592415887454,20211201091402.895,4.194807388275809,91.53059136263977
133,126.83766355909836,37.55924507156609,20211201091402.977,4.173049542146044,91.14341127341692
134,126.83766378429732,37.55924924631823,20211201091403.078,4.187826713124274,117.34569175377652
135,126.83766376106853,37.55925375270616,20211201091403.195,4.22011475029036,156.2920332171911
136,126.83766373783972,37.55925825909407,20211201091403.312,4.252402787456446,195.23837468060566
137,126.83766371461093,37.559262765482,20211201091403.426,4.284690824622532,234.1847161440202
138,126.8376636913821,37.55926727186991,20211201091403.543,4.316978861788617,273.13105760743474
139,126.83766366815333,37.55927177825784,20211201091403.660,4.349266898954704,312.0773990708493
140,126.8376636449245,37.55927628464576,20211201091403.773,4.381554936120789,351.02374053426394
141,126.8376636216957,37.55928079103368,20211201091403.891,4.413842973286875,29.970081997678506
142,126.83766337233448,37.55928526752613,20211201091404.008,4.454647386759578,66.1042715447179
143,126.83765992285714,37.55928932095237,20211201091404.125,4.615971428571424,62.442250638794576
144,126.8376564733798,37.55929337437863,20211201091404.238,4.777295470383271,58.78022973287119
145,126.83765302390243,37.55929742780487,20211201091404.355,4.938619512195117,55.11820882694786
146,126.83764957442509,37.55930148123112,20211201091404.473,5.099943554006964,51.45618792102454
147,126.83764612494774,37.55930553465737,20211201091404.590,5.2612675958188095,47.79416701510121
148,126.83764267547038,37.55930958808362,20211201091404.703,5.422591637630656,44.13214610917788
149,126.83763922599304,37.55931364150987,20211201091404.820,5.583915679442503,40.47012520325456
150,126.83763577651568,37.55931769493612,20211201091404.938,5.745239721254349,36.80810429733123
151,126.83763138416852,37.55932114238591,20211201091405.043,5.845335117252115,33.97926238485718
152,126.83762586699426,37.559323866916415,20211201091405.141,5.872385812980441,32.14438839439305
153,126.83762034982,37.55932659144692,20211201091405.238,5.899436508708766,30.309514403928915
154,126.83761483264573,37.55932931597742,20211201091405.336,5.926487204437092,28.474640413464726
155,126.83760931547144,37.559332040507925,20211201091405.434,5.953537900165417,26.639766423000594
156,126.83760379829717,37.55933476503844,20211201091405.531,5.980588595893742,24.804892432536462
157,126.8375982811229,37.55933748956894,20211201091405.629,6.007639291622068,22.970018442072277
158,126.83759276394862,37.55934021409944,20211201091405.727,6.034689987350393,21.13514445160814
159,126.83758724677436,37.559342938629946,20211201091405.824,6.061740683078718,19.30027046114401
160,126.83758172960007,37.55934566316046,20211201091405.922,6.088791378807044,17.46539647067982
161,126.83757617941224,37.55934816975887,20211201091406.016,6.1151512893503,15.958964924508734
162,126.83757047780476,37.55934967679169,20211201091406.098,6.138342849966509,15.958964924508734
163,126.83756477619724,37.55935118382451,20211201091406.184,6.161534410582719,15.958964924508734
164,126.83755907458976,37.55935269085733,20211201091406.266,6.184725971198928,15.958964924508734
165,126.83755337298224,37.55935419789015,20211201091406.352,6.207917531815137,15.958964924508734
166,126.83754767137476,37.55935570492297,20211201091406.434,6.231109092431345,15.958964924508734
167,126.83754196976724,37.55935721195579,20211201091406.516,6.254300653047554,15.958964924508734
168,126.83753626815974,37.55935871898861,20211201091406.602,6.277492213663764,15.958964924508734
169,126.83753056655225,37.55936022602143,20211201091406.684,6.300683774279973,15.958964924508734
170,126.83752486494474,37.55936173305425,20211201091406.770,6.323875334896182,15.958964924508734
171,126.83751916333723,37.559363240087066,20211201091406.852,6.34706689551239,15.958964924508734
172,126.83751346172971,37.559364747119886,20211201091406.938,6.3702584561286,15.958964924508734
173,126.8375075639171,37.55936601092887,20211201091407.020,6.435003760300821,15.71289083858187
174,126.83750102739418,37.55936648296663,20211201091407.098,6.635019761580923,14.665767068680282
175,126.83749449087126,37.5593669550044,20211201091407.180,6.835035762861026,13.618643298778691
176,126.83748795434836,37.55936742704216,20211201091407.258,7.035051764141128,12.571519528877104
177,126.83748141782542,37.55936789907992,20211201091407.340,7.235067765421231,11.524395758975515
178,126.8374748813025,37.559368371117685,20211201091407.418,7.435083766701333,10.477271989073929
179,126.83746834477958,37.559368843155454,20211201091407.500,7.635099767981436,9.430148219172338
180,126.83746180825663,37.559369315193216,20211201091407.578,7.835115769261538,8.383024449270692
181,126.83745527173372,37.55936978723098,20211201091407.660,8.035131770541641,7.335900679369104
182,126.8374487352108,37.55937025926874,20211201091407.738,8.235147771821744,6.288776909467515
183,126.8374421986879,37.5593707313065,20211201091407.820,8.435163773101845,5.241653139565926
184,126.83743566216496,37.55937120334427,20211201091407.898,8.635179774381948,4.1945293696643375
185,126.83742912564205,37.55937167538203,20211201091407.980,8.83519577566205,3.147405599762749
186,126.83742271207122,37.5593722432574,20211201091408.047,8.901394082220476,2.6584904547522115
187,126.83741634260276,37.559372845509294,20211201091408.113,8.919592563498298,2.369802316496134
188,126.83740997313431,37.5593734477612,20211201091408.180,8.93779104477612,2.081114178240057
189,126.83740360366588,37.55937405001309,20211201091408.246,8.95598952605394,1.7924260399839795
190,126.83739723419744,37.55937465226499,20211201091408.309,8.974188007331762,1.5037379017279022
191,126.83739086472896,37.55937525451689,20211201091408.375,8.992386488609583,1.215049763471825
192,126.83738449526054,37.55937585676879,20211201091408.441,9.010584969887406,0.9263616252157476
193,126.83737812579209,37.55937645902068,20211201091408.508,9.028783451165229,0.6376734869596135
194,126.83737175632363,37.559377061272585,20211201091408.570,9.046981932443048,0.3489853487035361
195,126.83736538685518,37.55937766352448,20211201091408.637,9.065180413720867,0.0602972104474588
196,126.83735901738676,37.55937826577638,20211201091408.703,9.08337889499869,359.7716090721914
197,126.8373526479183,37.55937886802828,20211201091408.770,9.101577376276513,359.4829209339353
198,126.83734627844984,37.55937947028018,20211201091408.832,9.119775857554334,359.1942327956792
199,126.8373399089814,37.55938007253207,20211201091408.898,9.137974338832157,358.90554465742315
200,126.83733353951295,37.55938067478397,20211201091408.965,9.156172820109976,358.616856519167
201,126.83732744507589,37.5593813235848,20211201091409.027,9.18016638971973,358.4890683918844
202,126.8373216735017,37.55938202703002,20211201091409.082,9.210962889110446,358.5501628861793
203,126.83731590192754,37.55938273047524,20211201091409.137,9.241759388501162,358.61125738047417
204,126.83731013035336,37.55938343392046,20211201091409.191,9.27255588789188,358.67235187476905
205,126.8373043587792,37.55938413736568,20211201091409.246,9.303352387282596,358.733446369064
206,126.83729858720504,37.5593848408109,20211201091409.301,9.334148886673312,358.79454086335886
207,126.83729281563087,37.55938554425612,20211201091409.359,9.36494538606403,358.85563535765374
208,126.83728704405672,37.55938624770134,20211201091409.414,9.395741885454749,358.9167298519487
209,126.83728127248254,37.55938695114656,20211201091409.469,9.426538384845465,358.97782434624355
210,126.83727550090838,37.55938765459178,20211201091409.523,9.45733488423618,359.03891884053843
211,126.8372697293342,37.559388358037,20211201091409.578,9.488131383626897,359.1000133348333
212,126.83726395776004,37.55938906148222,20211201091409.633,9.518927883017613,359.16110782912824
213,126.83725818618588,37.55938976492744,20211201091409.691,9.54972438240833,359.2222023234231
214,126.83725241461173,37.55939046837266,20211201091409.746,9.580520881799046,359.283296817718
215,126.83724664303756,37.55939117181788,20211201091409.801,9.611317381189764,359.34439131201293
216,126.83724087146338,37.5593918752631,20211201091409.855,9.64211388058048,359.4054858063078
217,126.8372350998892,37.55939257870832,20211201091409.910,9.672910379971196,359.4665803006027
218,126.83722932831505,37.55939328215354,20211201091409.969,9.703706879361912,359.52767479489756
219,126.83722355058238,37.55939394504448,20211201091410.023,9.716024354087253,359.58150494992174
220,126.83721776383946,37.559394548602285,20211201091410.074,9.701306014400677,359.62470698295857
221,126.83721197709656,37.5593951521601,20211201091410.129,9.686587674714104,359.6679090159954
222,126.83720619035364,37.55939575571792,20211201091410.180,9.67186933502753,359.71111104903224
223,126.83720040361077,37.55939635927573,20211201091410.234,9.657150995340958,359.7543130820691
224,126.83719461686783,37.559396962833546,20211201091410.285,9.642432655654384,359.79751511510597
225,126.83718883012494,37.55939756639136,20211201091410.340,9.627714315967811,359.8407171481428
226,126.83718304338204,37.559398169949176,20211201091410.391,9.612995976281235,359.88391918117964
227,126.83717725663912,37.55939877350699,20211201091410.445,9.598277636594664,359.92712121421647
228,126.83717146989622,37.5593993770648,20211201091410.496,9.58355929690809,359.97032324725336
229,126.83716568315332,37.559399980622615,20211201091410.551,9.568840957221516,0.0135252802901959
230,126.8371598964104,37.55940058418043,20211201091410.605,9.554122617534944,0.0567273133270305
231,126.83715410966752,37.559401187738246,20211201091410.656,9.53940427784837,0.099929346363865
232,126.8371483229246,37.55940179129606,20211201091410.711,9.524685938161795,0.1431313794006996
233,126.83714253618167,37.55940239485388,20211201091410.762,9.509967598475225,0.186333412437591
234,126.83713674943878,37.55940299841169,20211201091410.816,9.49524925878865,0.2295354454744256
235,126.83713096269588,37.55940360196951,20211201091410.867,9.480530919102076,0.2727374785112602
236,126.83712517595298,37.55940420552732,20211201091410.922,9.465812579415504,0.3159395115480947
237,126.83711938921007,37.55940480908513,20211201091410.973,9.45109423972893,0.3591415445849861
238,126.83711373513512,37.55940534054054,20211201091411.027,9.428972972972977,0.3857487082925104
239,126.83710820450796,37.55940580490452,20211201091411.078,9.399963268287594,0.396914314052708
240,126.83710267388082,37.55940626926849,20211201091411.133,9.370953563602214,0.4080799198129057
241,126.83709714325369,37.55940673363247,20211201091411.184,9.341943858916832,0.4192455255731033
242,126.83709161262652,37.55940719799645,20211201091411.234,9.312934154231453,0.430411131333301
243,126.83708608199936,37.55940766236043,20211201091411.289,9.283924449546072,0.4415767370934986
244,126.8370805513722,37.559408126724406,20211201091411.340,9.254914744860692,0.4527423428536963
245,126.83707502074506,37.55940859108839,20211201091411.391,9.225905040175313,0.4639079486138939
246,126.83706949011793,37.55940905545236,20211201091411.445,9.19689533548993,0.4750735543740916
247,126.83706395949076,37.55940951981634,20211201091411.496,9.16788563080455,0.4862391601342892
248,126.8370584288636,37.55940998418032,20211201091411.547,9.138875926119171,0.4974047658944869
249,126.83705289823644,37.5594104485443,20211201091411.602,9.10986622143379,0.5085703716547414
250,126.8370473676093,37.55941091290827,20211201091411.652,9.08085651674841,0.519735977414939
251,126.83704183698217,37.55941137727225,20211201091411.707,9.05184681206303,0.5309015831751367
252,126.837036306355,37.55941184163623,20211201091411.758,9.022837107377647,0.5420671889353343
253,126.83703077572784,37.559412306000205,20211201091411.809,8.993827402692268,0.553232794695532
254,126.83702524510068,37.55941277036418,20211201091411.863,8.964817698006888,0.5643984004557296
255,126.83701971447354,37.55941323472816,20211201091411.914,8.935807993321507,0.5755640062159273
256,126.8370141838464,37.55941369909214,20211201091411.965,8.906798288636127,0.5867296119761249
257,126.83700872402356,37.55941420161466,20211201091412.020,8.877343224961816,0.5946753761779178
258,126.83700339454504,37.55941477438359,20211201091412.074,8.847068295876065,0.5966937047836609
259,126.83699806506657,37.55941534715252,20211201091412.129,8.816793366790312,0.5987120333893472
260,126.83699273558804,37.55941591992145,20211201091412.184,8.786518437704562,0.6007303619950903
261,126.83698740610951,37.55941649269037,20211201091412.238,8.756243508618809,0.6027486906008335
262,126.83698207663102,37.5594170654593,20211201091412.293,8.725968579533058,0.6047670192065198
263,126.83697674715252,37.55941763822823,20211201091412.348,8.695693650447305,0.6067853478122629
264,126.836971417674,37.55941821099716,20211201091412.402,8.665418721361554,0.6088036764179492
265,126.8369660881955,37.55941878376609,20211201091412.457,8.635143792275803,0.6108220050236923
266,126.83696075871698,37.55941935653502,20211201091412.512,8.60486886319005,0.6128403336293786
267,126.83695542923849,37.55941992930395,20211201091412.566,8.5745939341043,0.6148586622351218
268,126.83695009975996,37.55942050207288,20211201091412.621,8.544319005018547,0.6168769908408649
269,126.83694477028146,37.55942107484181,20211201091412.672,8.514044075932796,0.6188953194465512
270,126.83693944080296,37.55942164761073,20211201091412.727,8.483769146847044,0.6209136480522943
271,126.83693411132444,37.55942222037966,20211201091412.781,8.453494217761293,0.6229319766579806
272,126.83692878184594,37.55942279314859,20211201091412.836,8.42321928867554,0.6249503052637237
273,126.83692345236744,37.55942336591752,20211201091412.891,8.392944359589789,0.62696863386941
274,126.83691812288892,37.55942393868645,20211201091412.945,8.362669430504038,0.6289869624751532
275,126.83691279605712,37.55942451440102,20211201091413.000,8.33203257650543,0.6309649245087599
276,126.83690759891412,37.55942523445212,20211201091413.059,8.283661401776902,0.6309649245087599
277,126.83690240177108,37.55942595450322,20211201091413.117,8.235290227048372,0.6309649245087599
278,126.83689720462806,37.55942667455432,20211201091413.176,8.186919052319842,0.6309649245087599
279,126.83689200748503,37.55942739460542,20211201091413.234,8.138547877591314,0.6309649245087599
280,126.836886810342,37.55942811465653,20211201091413.293,8.090176702862784,0.6309649245087599
281,126.836881613199,37.55942883470762,20211201091413.348,8.041805528134256,0.6309649245087599
282,126.83687641605596,37.55942955475872,20211201091413.406,7.993434353405727,0.6309649245087599
283,126.83687121891296,37.55943027480983,20211201091413.465,7.945063178677198,0.6309649245087599
284,126.83686602176992,37.559430994860925,20211201091413.523,7.896692003948669,0.6309649245087599
285,126.83686082462692,37.55943171491202,20211201091413.582,7.848320829220139,0.6309649245087599
286,126.83685562748389,37.55943243496313,20211201091413.641,7.79994965449161,0.6309649245087599
287,126.83685043034086,37.55943315501423,20211201091413.699,7.751578479763081,0.6309649245087599
288,126.83684523319783,37.55943387506533,20211201091413.758,7.703207305034552,0.6309649245087599
289,126.8368400360548,37.55943459511643,20211201091413.812,7.654836130306022,0.6309649245087599
290,126.8368348389118,37.559435315167526,20211201091413.871,7.606464955577493,0.6309649245087599
291,126.83682964176876,37.55943603521863,20211201091413.930,7.558093780848963,0.6309649245087599
292,126.83682444462576,37.55943675526973,20211201091413.988,7.509722606120436,0.6309649245087599
293,126.836818676549,37.55943740968863,20211201091414.051,7.528007642266152,0.6267259300036017
294,126.83681276484558,37.55943804759679,20211201091414.113,7.563061011810774,0.6214205551536338
295,126.83680685314218,37.55943868550496,20211201091414.176,7.598114381355396,0.6161151803036091
296,126.83680094143875,37.55943932341312,20211201091414.238,7.633167750900018,0.6108098054536413
297,126.83679502973536,37.55943996132129,20211201091414.305,7.66822112044464,0.6055044306036166
298,126.83678911803196,37.55944059922946,20211201091414.367,7.703274489989262,0.6001990557536487
299,126.83678320632856,37.55944123713763,20211201091414.430,7.738327859533884,0.594893680903624
300,126.83677729462516,37.55944187504579,20211201091414.492,7.773381229078506,0.5895883060536562
301,126.83677138292174,37.55944251295396,20211201091414.555,7.808434598623127,0.5842829312036315
302,126.83676547121834,37.55944315086212,20211201091414.617,7.843487968167749,0.5789775563536637
303,126.83675955951492,37.55944378877029,20211201091414.684,7.878541337712371,0.573672181503639
304,126.83675364781152,37.55944442667845,20211201091414.746,7.913594707256993,0.5683668066536711
305,126.83674773610812,37.55944506458662,20211201091414.809,7.948648076801615,0.5630614318036464
306,126.83674182440473,37.55944570249479,20211201091414.871,7.983701446346237,0.5577560569536786
307,126.83673591270131,37.55944634040296,20211201091414.934,8.018754815890858,0.5524506821036539
308,126.83673000099792,37.55944697831112,20211201091414.996,8.05380818543548,0.5471453072536292
309,126.83672403691418,37.55944749060752,20211201091415.062,8.037735583413694,0.4471666602850632
310,126.83671807098682,37.5594479984828,20211201091415.125,8.019863516554164,0.3438558277553056
311,126.83671210505946,37.55944850635808,20211201091415.191,8.001991449694632,0.240544995225548
312,126.8367061391321,37.559449014233365,20211201091415.254,7.984119382835102,0.1372341626958473
313,126.83670017320476,37.55944952210864,20211201091415.320,7.966247315975571,0.0339233301660897
314,126.8366942072774,37.55945002998393,20211201091415.383,7.94837524911604,359.9306124976364
315,126.83668824135005,37.559450537859206,20211201091415.449,7.93050318225651,359.82730166510663
316,126.83668227542267,37.55945104573449,20211201091415.512,7.912631115396979,359.7239908325769
317,126.83667630949532,37.55945155360977,20211201091415.578,7.894759048537448,359.6206800000472
318,126.836670343568,37.559452061485054,20211201091415.641,7.876886981677918,359.5173691675174
319,126.83666437764064,37.55945256936033,20211201091415.703,7.859014914818387,359.4140583349877
320,126.83665841171327,37.55945307723562,20211201091415.770,7.841142847958856,359.31074750245796
321,126.83665244578592,37.559453585110894,20211201091415.832,7.823270781099326,359.2074366699282
322,126.83664647985856,37.55945409298618,20211201091415.898,7.805398714239796,359.1041258373985
323,126.8366405139312,37.55945460086146,20211201091415.961,7.787526647380265,359.00081500486874
324,126.8366347233009,37.55945519854093,20211201091416.027,7.762592155128855,358.7721849219822
325,126.83662918388706,37.55945592491789,20211201091416.090,7.72753657150076,358.3639610715527
326,126.8366236444732,37.559456651294845,20211201091416.152,7.692480987872665,357.95573722112323
327,126.83661810505936,37.559457377671805,20211201091416.215,7.65742540424457,357.5475133706937
328,126.83661256564552,37.55945810404876,20211201091416.277,7.622369820616475,357.1392895202642
329,126.83660702623168,37.55945883042572,20211201091416.340,7.58731423698838,356.73106566983466
330,126.83660148681784,37.55945955680268,20211201091416.406,7.552258653360285,356.3228418194052
331,126.83659594740398,37.55946028317963,20211201091416.469,7.51720306973219,355.9146179689757
332,126.83659040799014,37.55946100955659,20211201091416.531,7.482147486104095,355.50639411854615
